id,category,vec
3124,2,"[ 41.  10.  10. ...,   0.   0.   0.]"
3125,10,"[ 4.  2.  0. ...,  0.  0.  0.]"
3126,7,"[ 29.   6.   8. ...,   0.   0.   0.]"
3127,10,"[ 85.  25.  38. ...,   0.   0.   0.]"
3128,9,"[ 41.  11.   8. ...,   0.   0.   0.]"
3129,3,"[ 22.  13.   7. ...,   0.   0.   0.]"
3130,6,"[ 40.  21.  21. ...,   0.   0.   0.]"
3131,6,"[ 49.  34.  26. ...,   0.   0.   0.]"
3132,7,"[ 0.  1.  1. ...,  0.  0.  0.]"
3133,4,"[ 22.   4.   4. ...,   0.   0.   0.]"
3134,6,"[ 25.  15.  14. ...,   0.   0.   0.]"
3135,5,"[ 36.  13.  15. ...,   0.   0.   0.]"
3136,2,"[ 37.   9.  11. ...,   0.   0.   0.]"
3137,1,"[ 38.  11.   9. ...,   0.   0.   0.]"
3138,6,"[ 11.   5.   7. ...,   0.   0.   0.]"
3139,10,"[ 2.  1.  1. ...,  0.  0.  0.]"
3140,8,"[ 30.  13.   9. ...,   0.   0.   0.]"
3141,3,"[ 23.   8.   9. ...,   0.   0.   0.]"
3142,2,"[ 33.  17.   8. ...,   0.   0.   0.]"
3143,2,"[ 0.  1.  0. ...,  0.  0.  0.]"
3144,4,"[ 56.   2.  15. ...,   0.   0.   0.]"
3145,5,"[ 21.   5.   7. ...,   0.   0.   0.]"
3146,2,"[ 36.  10.  10. ...,   0.   0.   0.]"
3147,5,"[ 15.   5.   6. ...,   0.   0.   0.]"
3148,5,"[ 32.  12.  15. ...,   0.   0.   0.]"
3149,4,"[ 23.  11.   7. ...,   0.   0.   0.]"
3150,7,"[ 48.  11.  11. ...,   0.   0.   0.]"
3151,9,"[ 58.  25.  15. ...,   0.   0.   0.]"
3152,4,"[ 34.   4.   9. ...,   0.   0.   0.]"
3153,7,"[ 11.   4.   4. ...,   0.   0.   0.]"
3154,1,"[ 53.  13.  12. ...,   0.   0.   0.]"
3155,3,"[ 40.  29.  15. ...,   0.   0.   0.]"
3156,6,"[ 24.   7.  11. ...,   0.   0.   0.]"
3157,5,"[ 210.   73.   52. ...,    0.    0.    0.]"
3158,1,"[ 22.   9.   3. ...,   0.   0.   0.]"
3159,9,"[ 39.  30.  14. ...,   0.   0.   0.]"
3160,2,"[ 16.   3.   5. ...,   0.   0.   0.]"
3161,7,"[ 45.   6.  14. ...,   0.   0.   0.]"
3162,8,"[ 34.   9.   6. ...,   0.   0.   0.]"
3163,2,"[ 49.  24.  14. ...,   0.   0.   0.]"
3164,7,"[ 19.   8.   8. ...,   0.   0.   0.]"
3165,8,"[ 25.   6.   4. ...,   0.   0.   0.]"
3166,3,"[ 10.   8.   4. ...,   0.   0.   0.]"
3167,3,"[ 35.   7.   7. ...,   0.   0.   0.]"
3168,7,"[ 35.   8.   7. ...,   0.   0.   0.]"
3169,1,"[ 49.  21.  15. ...,   0.   0.   0.]"
3170,3,"[ 11.   1.   4. ...,   0.   0.   0.]"
3171,9,"[ 17.   6.   6. ...,   0.   0.   0.]"
3172,9,"[ 31.   8.   6. ...,   0.   0.   0.]"
3173,6,"[ 12.  14.   8. ...,   0.   0.   0.]"
3174,7,"[ 24.  12.   6. ...,   0.   0.   0.]"
3175,6,"[ 22.  12.   8. ...,   0.   0.   0.]"
3176,2,"[ 18.   6.   5. ...,   0.   0.   0.]"
3177,6,"[ 5.  4.  4. ...,  0.  0.  0.]"
3178,10,"[ 26.  12.   8. ...,   0.   0.   0.]"
3179,7,"[ 36.   5.  12. ...,   0.   0.   0.]"
3180,6,"[ 41.  22.  14. ...,   0.   0.   0.]"
3181,7,"[ 27.  12.  13. ...,   0.   0.   0.]"
3182,1,"[ 25.  15.   7. ...,   0.   0.   0.]"
3183,10,"[ 4.  0.  1. ...,  0.  0.  0.]"
3184,8,"[ 51.  13.   8. ...,   0.   0.   0.]"
3185,7,"[ 37.   6.  13. ...,   0.   0.   0.]"
3186,5,"[ 49.  14.  14. ...,   0.   0.   0.]"
3187,9,"[ 14.   3.   7. ...,   0.   0.   0.]"
3188,4,"[ 24.   3.   5. ...,   0.   0.   0.]"
3189,3,"[ 31.   2.   8. ...,   0.   0.   0.]"
3190,4,"[ 38.   3.   5. ...,   0.   0.   0.]"
3191,8,"[ 2.  0.  1. ...,  0.  0.  0.]"
3192,8,"[ 36.  21.  11. ...,   0.   0.   0.]"
3193,3,"[ 35.   6.  12. ...,   0.   0.   0.]"
3194,2,"[ 24.   8.   8. ...,   0.   0.   0.]"
3195,5,"[ 21.  13.   9. ...,   0.   0.   0.]"
3196,6,"[ 18.  14.  11. ...,   0.   0.   0.]"
3197,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
3198,4,"[ 37.  10.   8. ...,   0.   0.   0.]"
3199,3,"[ 36.   6.  11. ...,   0.   0.   0.]"
3200,3,"[ 38.   8.   7. ...,   0.   0.   0.]"
3201,9,"[ 3.  1.  0. ...,  0.  0.  0.]"
3202,2,"[ 7.  4.  4. ...,  0.  0.  0.]"
3203,3,"[ 43.   8.  10. ...,   0.   0.   0.]"
3204,8,"[ 32.   7.   6. ...,   0.   0.   0.]"
3205,7,"[ 33.   6.  16. ...,   0.   0.   0.]"
3206,5,"[ 15.   9.   6. ...,   0.   0.   0.]"
3207,8,"[ 18.  10.   9. ...,   0.   0.   0.]"
3208,6,"[ 11.   4.   6. ...,   0.   0.   0.]"
3209,8,"[ 21.   1.   6. ...,   0.   0.   0.]"
3210,8,"[ 7.  1.  2. ...,  0.  0.  0.]"
3211,1,"[ 28.   8.   6. ...,   0.   0.   0.]"
3212,1,"[ 49.   7.  19. ...,   0.   0.   0.]"
3213,1,"[ 33.  12.   7. ...,   0.   0.   0.]"
3214,7,"[ 22.  12.  13. ...,   0.   0.   0.]"
3215,2,"[ 5.  5.  4. ...,  0.  0.  0.]"
3216,7,"[ 23.   7.  12. ...,   0.   0.   0.]"
3217,1,"[ 21.   7.   5. ...,   0.   0.   0.]"
3218,1,"[ 33.  18.  11. ...,   0.   0.   0.]"
3219,8,"[ 30.   2.   6. ...,   0.   0.   0.]"
3220,6,"[ 43.  32.  15. ...,   0.   0.   0.]"
3221,9,"[ 24.   8.   8. ...,   0.   0.   0.]"
3222,1,"[ 46.  18.  18. ...,   0.   0.   0.]"
3223,8,"[ 44.   7.   8. ...,   0.   0.   0.]"
3224,2,"[ 33.   4.   8. ...,   0.   0.   0.]"
3225,3,"[ 33.   3.   6. ...,   0.   0.   0.]"
3226,6,"[ 11.   5.   9. ...,   0.   0.   0.]"
3227,6,"[ 21.  11.   9. ...,   0.   0.   0.]"
3228,4,"[ 40.  11.  14. ...,   0.   0.   0.]"
3229,6,"[ 22.   4.  11. ...,   0.   0.   0.]"
3230,2,"[ 32.  18.  15. ...,   0.   0.   0.]"
3231,1,"[ 12.   1.   6. ...,   0.   0.   0.]"
3232,9,"[ 22.  11.   3. ...,   0.   0.   0.]"
3233,10,"[ 121.   38.   17. ...,    0.    0.    0.]"
3234,4,"[ 47.   6.  11. ...,   0.   0.   0.]"
3235,2,"[ 34.   9.   7. ...,   0.   0.   0.]"
3236,10,"[ 27.  16.   8. ...,   0.   0.   0.]"
3237,8,"[ 39.  15.  12. ...,   0.   0.   0.]"
3238,3,"[ 23.  29.  12. ...,   0.   0.   0.]"
3239,6,"[ 4.  2.  3. ...,  0.  0.  0.]"
3240,10,"[ 42.  30.  15. ...,   0.   0.   0.]"
3241,2,"[ 5.  0.  1. ...,  0.  0.  0.]"
3242,5,"[ 27.  19.   9. ...,   0.   0.   0.]"
3243,7,"[ 31.   7.  13. ...,   0.   0.   0.]"
3244,5,"[ 20.   9.   9. ...,   0.   0.   0.]"
3245,1,"[ 15.   2.   5. ...,   0.   0.   0.]"
3246,9,"[ 37.   8.  10. ...,   0.   0.   0.]"
3247,8,"[ 30.  13.   6. ...,   0.   0.   0.]"
3248,2,"[ 30.  10.   7. ...,   0.   0.   0.]"
3249,8,"[ 26.  16.   8. ...,   0.   0.   0.]"
3250,7,"[ 40.   9.   9. ...,   0.   0.   0.]"
3251,10,"[ 5.  0.  1. ...,  0.  0.  0.]"
3252,5,"[ 18.   0.   4. ...,   0.   0.   0.]"
3253,4,"[ 38.  10.  10. ...,   0.   0.   0.]"
3254,8,"[ 7.  1.  1. ...,  0.  0.  0.]"
3255,6,"[ 23.  13.  11. ...,   0.   0.   0.]"
3256,6,"[ 19.  15.  14. ...,   0.   0.   0.]"
3257,6,"[ 25.  16.   7. ...,   0.   0.   0.]"
3258,3,"[ 26.   6.   8. ...,   0.   0.   0.]"
3259,3,"[ 42.  18.  16. ...,   0.   0.   0.]"
3260,2,"[ 39.   6.   9. ...,   0.   0.   0.]"
3261,6,"[ 24.  23.  18. ...,   0.   0.   0.]"
3262,6,"[ 16.  12.   8. ...,   0.   0.   0.]"
3263,3,"[ 27.   6.   8. ...,   0.   0.   0.]"
3264,4,"[ 50.  14.  10. ...,   0.   0.   0.]"
3265,5,"[ 60.  30.  19. ...,   0.   0.   0.]"
3266,7,"[ 53.   9.   7. ...,   0.   0.   0.]"
3267,2,"[ 6.  1.  3. ...,  0.  0.  0.]"
3268,4,"[ 32.  14.   7. ...,   0.   0.   0.]"
3269,8,"[ 30.  12.   7. ...,   0.   0.   0.]"
3270,9,"[ 21.  11.   6. ...,   0.   0.   0.]"
3271,1,"[ 42.  10.  12. ...,   0.   0.   0.]"
3272,7,"[ 29.  10.  11. ...,   0.   0.   0.]"
3273,4,"[ 23.   3.   6. ...,   0.   0.   0.]"
3274,10,"[ 76.  34.  17. ...,   0.   0.   0.]"
3275,3,"[ 37.  13.  13. ...,   0.   0.   0.]"
3276,9,"[ 29.   9.   2. ...,   0.   0.   0.]"
3277,10,"[ 139.   72.   63. ...,    0.    0.    0.]"
3278,10,"[ 17.   9.   7. ...,   0.   0.   0.]"
3279,1,"[ 37.  24.   7. ...,   0.   0.   0.]"
3280,3,"[ 33.   4.   4. ...,   0.   0.   0.]"
3281,9,"[ 15.   6.   4. ...,   0.   0.   0.]"
3282,8,"[ 24.   8.   4. ...,   0.   0.   0.]"
3283,10,"[ 5.  0.  2. ...,  0.  0.  0.]"
3284,1,"[ 27.  11.   9. ...,   0.   0.   0.]"
3285,5,"[ 31.  12.  11. ...,   0.   0.   0.]"
3286,2,"[ 21.  10.   6. ...,   0.   0.   0.]"
3287,7,"[ 30.   9.  11. ...,   0.   0.   0.]"
3288,5,"[ 17.   4.   5. ...,   0.   0.   0.]"
3289,8,"[ 34.  10.   5. ...,   0.   0.   0.]"
3290,6,"[ 18.  14.  11. ...,   0.   0.   0.]"
3291,3,"[ 39.  10.   7. ...,   0.   0.   0.]"
3292,8,"[ 18.   3.   7. ...,   0.   0.   0.]"
3293,9,"[ 27.  12.  10. ...,   0.   0.   0.]"
3294,6,"[ 24.  14.  14. ...,   0.   0.   0.]"
3295,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
3296,7,"[ 41.   7.  13. ...,   0.   0.   0.]"
3297,9,"[ 68.  26.  12. ...,   0.   0.   0.]"
3298,2,"[ 21.   3.   5. ...,   0.   0.   0.]"
3299,2,"[ 27.   6.   9. ...,   0.   0.   0.]"
3300,2,"[ 30.   6.   8. ...,   0.   0.   0.]"
3301,6,"[ 15.   9.   8. ...,   0.   0.   0.]"
3302,5,"[ 34.  11.  13. ...,   0.   0.   0.]"
3303,1,"[ 46.  13.  11. ...,   0.   0.   0.]"
3304,7,"[ 18.   3.   7. ...,   0.   0.   0.]"
3305,5,"[ 23.  19.   6. ...,   0.   0.   0.]"
3306,6,"[ 24.  11.  13. ...,   0.   0.   0.]"
3307,2,"[ 41.  13.  11. ...,   0.   0.   0.]"
3308,7,"[ 26.   8.   7. ...,   0.   0.   0.]"
3309,1,"[ 19.  13.  11. ...,   0.   0.   0.]"
3310,4,"[ 37.   5.   5. ...,   0.   0.   0.]"
3311,2,"[ 38.  15.  10. ...,   0.   0.   0.]"
3312,6,"[ 19.  21.  12. ...,   0.   0.   0.]"
3313,7,"[ 21.   2.   7. ...,   0.   0.   0.]"
3314,2,"[ 8.  2.  4. ...,  0.  0.  0.]"
3315,1,"[ 23.   8.  11. ...,   0.   0.   0.]"
3316,6,"[ 14.   8.  11. ...,   0.   0.   0.]"
3317,1,"[ 44.  14.  11. ...,   0.   0.   0.]"
3318,2,"[ 46.  12.  11. ...,   0.   0.   0.]"
3319,8,"[ 14.   3.   6. ...,   0.   0.   0.]"
3320,6,"[ 29.  28.  21. ...,   0.   0.   0.]"
3321,8,"[ 24.  14.   6. ...,   0.   0.   0.]"
3322,10,"[ 45.  21.  15. ...,   0.   0.   0.]"
3323,5,"[ 16.   5.   6. ...,   0.   0.   0.]"
3324,3,"[ 14.   9.   7. ...,   0.   0.   0.]"
3325,9,"[ 36.   6.  10. ...,   0.   0.   0.]"
3326,5,"[ 32.  14.  14. ...,   0.   0.   0.]"
3327,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
3328,6,"[ 32.  13.  18. ...,   0.   0.   0.]"
3329,2,"[ 60.  29.  19. ...,   0.   0.   0.]"
3330,4,"[ 25.   4.   5. ...,   0.   0.   0.]"
3331,8,"[ 43.  43.  23. ...,   0.   0.   0.]"
3332,7,"[ 41.   2.   8. ...,   0.   0.   0.]"
3333,7,"[ 27.   6.   8. ...,   0.   0.   0.]"
3334,3,"[ 18.   0.   5. ...,   0.   0.   0.]"
3335,7,"[ 17.   6.   7. ...,   0.   0.   0.]"
3336,1,"[ 42.  10.  12. ...,   0.   0.   0.]"
3337,1,"[ 30.  13.  14. ...,   0.   0.   0.]"
3338,1,"[ 18.   5.   6. ...,   0.   0.   0.]"
3339,1,"[ 38.   6.   8. ...,   0.   0.   0.]"
3340,3,"[ 4.  1.  2. ...,  0.  0.  0.]"
3341,5,"[ 35.  15.  13. ...,   0.   0.   0.]"
3342,9,"[ 38.  11.  13. ...,   0.   0.   0.]"
3343,9,"[ 30.  10.   8. ...,   0.   0.   0.]"
3344,5,"[ 35.   6.  10. ...,   0.   0.   0.]"
3345,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
3346,7,"[ 26.   8.   9. ...,   0.   0.   0.]"
3347,10,"[ 6.  0.  1. ...,  0.  0.  0.]"
3348,5,"[ 2.  0.  0. ...,  0.  0.  0.]"
3349,7,"[ 37.   4.   7. ...,   0.   0.   0.]"
3350,8,"[ 37.  11.   8. ...,   0.   0.   0.]"
3351,1,"[ 49.  14.   6. ...,   0.   0.   0.]"
3352,8,"[ 39.  13.   8. ...,   0.   0.   0.]"
3353,9,"[ 37.  13.   7. ...,   0.   0.   0.]"
3354,7,"[ 23.  13.  15. ...,   0.   0.   0.]"
3355,6,"[ 21.   4.  11. ...,   0.   0.   0.]"
3356,4,"[ 49.   9.  16. ...,   0.   0.   0.]"
3357,9,"[ 24.  17.   7. ...,   0.   0.   0.]"
3358,1,"[ 36.   7.  10. ...,   0.   0.   0.]"
3359,3,"[ 33.  13.   5. ...,   0.   0.   0.]"
3360,2,"[ 22.   6.   7. ...,   0.   0.   0.]"
3361,8,"[ 43.  19.  14. ...,   0.   0.   0.]"
3362,3,"[ 25.   7.   7. ...,   0.   0.   0.]"
3363,7,"[ 27.  15.  17. ...,   0.   0.   0.]"
3364,8,"[ 51.  14.  11. ...,   0.   0.   0.]"
3365,2,"[ 21.   1.   5. ...,   0.   0.   0.]"
3366,5,"[ 13.   7.   4. ...,   0.   0.   0.]"
3367,4,"[ 26.   2.  11. ...,   0.   0.   0.]"
3368,4,"[ 12.   2.   6. ...,   0.   0.   0.]"
3369,3,"[ 6.  2.  2. ...,  0.  0.  0.]"
3370,5,"[ 52.  31.  24. ...,   0.   0.   0.]"
3371,5,"[ 4.  0.  1. ...,  0.  0.  0.]"
3372,4,"[ 31.  10.  13. ...,   0.   0.   0.]"
3373,6,"[ 16.  28.  15. ...,   0.   0.   0.]"
3374,9,"[ 63.  18.  25. ...,   0.   0.   0.]"
3375,5,"[ 4.  4.  1. ...,  0.  0.  0.]"
3376,6,"[ 18.  21.  15. ...,   0.   0.   0.]"
3377,3,"[ 40.  10.   9. ...,   0.   0.   0.]"
3378,2,"[ 13.   6.   5. ...,   0.   0.   0.]"
3379,7,"[ 17.   1.   6. ...,   0.   0.   0.]"
3380,1,"[ 18.   4.   7. ...,   0.   0.   0.]"
3381,7,"[ 26.   4.   6. ...,   0.   0.   0.]"
3382,9,"[ 29.  13.   9. ...,   0.   0.   0.]"
3383,2,"[ 9.  2.  3. ...,  0.  0.  0.]"
3384,7,"[ 32.  17.  15. ...,   0.   0.   0.]"
3385,10,"[ 2.  3.  2. ...,  0.  0.  0.]"
3386,6,"[ 9.  4.  4. ...,  0.  0.  0.]"
3387,6,"[ 19.   7.   6. ...,   0.   0.   0.]"
3388,7,"[ 22.  19.  10. ...,   0.   0.   0.]"
3389,1,"[ 17.   5.   5. ...,   0.   0.   0.]"
3390,2,"[ 42.  16.  13. ...,   0.   0.   0.]"
3391,1,"[ 24.  10.   8. ...,   0.   0.   0.]"
3392,8,"[ 27.  12.   6. ...,   0.   0.   0.]"
3393,7,"[ 46.   1.  17. ...,   0.   0.   0.]"
3394,3,"[ 30.   8.  12. ...,   0.   1.   0.]"
3395,6,"[ 5.  6.  4. ...,  0.  0.  0.]"
3396,3,"[ 31.   4.   8. ...,   0.   0.   0.]"
3397,6,"[ 28.  10.   9. ...,   0.   0.   0.]"
3398,2,"[ 53.  40.  20. ...,   0.   0.   0.]"
3399,3,"[ 9.  0.  4. ...,  0.  0.  0.]"
3400,8,"[ 20.  21.  15. ...,   0.   0.   0.]"
3401,5,"[ 25.   8.   6. ...,   0.   0.   0.]"
3402,7,"[ 36.   9.   7. ...,   0.   0.   0.]"
3403,7,"[ 32.   8.   6. ...,   0.   0.   0.]"
3404,9,"[ 4.  1.  2. ...,  0.  0.  0.]"
3405,4,"[ 62.  13.  10. ...,   0.   0.   0.]"
3406,10,"[ 27.  18.  18. ...,   0.   0.   0.]"
3407,8,"[ 16.   9.   7. ...,   0.   0.   0.]"
3408,2,"[ 55.  42.  12. ...,   0.   0.   0.]"
3409,5,"[ 17.   5.   4. ...,   0.   0.   0.]"
3410,8,"[ 37.  15.   9. ...,   0.   0.   0.]"
3411,2,"[ 29.  29.  12. ...,   0.   0.   0.]"
3412,5,"[ 50.  37.  13. ...,   0.   0.   0.]"
3413,8,"[ 35.   9.  10. ...,   0.   0.   0.]"
3414,2,"[ 30.  13.  12. ...,   0.   0.   0.]"
3415,1,"[ 42.  12.  14. ...,   0.   0.   0.]"
3416,2,"[ 5.  1.  1. ...,  0.  0.  0.]"
3417,3,"[ 4.  1.  2. ...,  0.  0.  0.]"
3418,9,"[ 33.  13.   5. ...,   0.   0.   0.]"
3419,10,"[ 67.  35.  22. ...,   0.   0.   0.]"
3420,9,"[ 36.   3.   9. ...,   0.   0.   0.]"
3421,4,"[ 38.   6.  10. ...,   0.   0.   0.]"
3422,1,"[ 47.  17.  30. ...,   0.   0.   0.]"
3423,7,"[ 21.   6.   7. ...,   0.   0.   0.]"
3424,4,"[ 28.   7.  13. ...,   0.   0.   0.]"
3425,6,"[ 16.  15.  10. ...,   0.   0.   0.]"
3426,1,"[ 67.  11.  16. ...,   0.   0.   0.]"
3427,7,"[ 39.   9.  12. ...,   0.   0.   0.]"
3428,7,"[ 37.   6.  12. ...,   0.   0.   0.]"
3429,1,"[ 115.   89.   47. ...,    0.    0.    0.]"
3430,8,"[ 26.   8.   4. ...,   0.   0.   0.]"
3431,10,"[ 17.   5.   4. ...,   0.   0.   0.]"
3432,9,"[ 35.  12.  17. ...,   0.   0.   0.]"
3433,7,"[ 35.  13.  12. ...,   0.   0.   0.]"
3434,1,"[ 64.  48.  20. ...,   0.   0.   0.]"
3435,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
3436,4,"[ 18.   0.   3. ...,   0.   0.   0.]"
3437,5,"[ 24.  13.  15. ...,   0.   0.   0.]"
3438,7,"[ 16.   5.   4. ...,   0.   0.   0.]"
3439,1,"[ 52.  56.  22. ...,   0.   0.   0.]"
3440,10,"[ 2.  2.  1. ...,  0.  0.  0.]"
3441,1,"[ 29.  12.  11. ...,   0.   0.   0.]"
3442,3,"[ 45.  13.  10. ...,   0.   0.   0.]"
3443,7,"[ 30.   4.  13. ...,   0.   0.   0.]"
3444,2,"[ 40.   0.  15. ...,   0.   0.   0.]"
3445,3,"[ 8.  0.  4. ...,  0.  0.  0.]"
3446,1,"[ 43.  11.   8. ...,   0.   0.   0.]"
3447,3,"[ 23.   8.   7. ...,   0.   0.   0.]"
3448,1,"[ 25.   6.   5. ...,   0.   0.   0.]"
3449,2,"[ 25.  14.   8. ...,   0.   0.   0.]"
3450,7,"[ 28.  11.  10. ...,   0.   0.   0.]"
3451,9,"[ 21.   7.   8. ...,   0.   0.   0.]"
3452,6,"[ 28.  10.  13. ...,   0.   0.   0.]"
3453,2,"[ 39.   7.  10. ...,   0.   0.   0.]"
3454,6,"[ 15.  14.  12. ...,   0.   0.   0.]"
3455,4,"[ 56.  10.  17. ...,   0.   0.   0.]"
3456,4,"[ 40.   9.  10. ...,   0.   0.   0.]"
3457,8,"[ 22.  10.  18. ...,   0.   0.   0.]"
3458,5,"[ 45.  19.  14. ...,   0.   0.   0.]"
3459,7,"[ 31.  18.   7. ...,   0.   0.   0.]"
3460,5,"[ 18.   4.   5. ...,   0.   0.   0.]"
3461,9,"[ 27.  19.  13. ...,   0.   0.   0.]"
3462,4,"[ 34.   7.  10. ...,   0.   0.   0.]"
3463,8,"[ 38.   2.   7. ...,   0.   0.   0.]"
3464,3,"[ 28.   8.   9. ...,   0.   0.   0.]"
3465,1,"[ 35.   3.  11. ...,   0.   0.   0.]"
3466,5,"[ 36.   9.  11. ...,   0.   0.   0.]"
3467,1,"[ 38.   9.  10. ...,   0.   0.   0.]"
3468,1,"[ 31.  14.  10. ...,   0.   0.   0.]"
3469,7,"[ 31.   7.   7. ...,   0.   0.   0.]"
3470,2,"[ 40.  13.  16. ...,   0.   0.   0.]"
3471,5,"[ 3.  5.  5. ...,  0.  0.  0.]"
3472,10,"[ 18.  13.   6. ...,   0.   0.   0.]"
3473,7,"[ 21.  10.   8. ...,   0.   0.   0.]"
3474,5,"[ 34.  11.  10. ...,   0.   0.   0.]"
3475,3,"[ 46.  10.  10. ...,   0.   0.   0.]"
3476,1,"[ 19.   6.   4. ...,   0.   0.   0.]"
3477,2,"[ 28.   7.  10. ...,   0.   0.   0.]"
3478,7,"[ 33.  11.  12. ...,   0.   0.   0.]"
3479,5,"[ 41.  23.  10. ...,   0.   0.   0.]"
3480,7,"[ 54.  11.  15. ...,   0.   0.   0.]"
3481,4,"[ 33.   5.   9. ...,   0.   0.   0.]"
3482,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
3483,3,"[ 7.  3.  3. ...,  0.  0.  0.]"
3484,10,"[ 41.  12.  16. ...,   0.   0.   0.]"
3485,9,"[ 31.   8.   9. ...,   0.   0.   0.]"
3486,10,"[ 29.  17.   7. ...,   0.   0.   0.]"
3487,10,"[ 9.  6.  2. ...,  0.  0.  0.]"
3488,9,"[ 0.  2.  0. ...,  0.  0.  0.]"
3489,4,"[ 27.  11.   4. ...,   0.   0.   0.]"
3490,8,"[ 33.  16.   7. ...,   0.   0.   0.]"
3491,4,"[ 46.  10.  11. ...,   0.   0.   0.]"
3492,7,"[ 39.  15.  14. ...,   0.   0.   0.]"
3493,8,"[ 37.  19.  10. ...,   0.   0.   0.]"
3494,3,"[ 41.   3.   9. ...,   0.   0.   0.]"
3495,1,"[ 11.   1.   3. ...,   0.   0.   0.]"
3496,1,"[ 34.  15.  10. ...,   0.   0.   0.]"
3497,9,"[ 34.   6.   7. ...,   0.   0.   0.]"
3498,9,"[ 8.  1.  5. ...,  0.  0.  0.]"
3499,5,"[ 32.  16.  11. ...,   0.   0.   0.]"
3500,3,"[ 41.  17.   7. ...,   0.   0.   0.]"
3501,8,"[ 14.   4.   4. ...,   0.   0.   0.]"
3502,6,"[ 19.  10.   8. ...,   0.   0.   0.]"
3503,7,"[ 17.   5.   8. ...,   0.   0.   0.]"
3504,10,"[ 3.  2.  1. ...,  0.  0.  0.]"
3505,9,"[ 55.  23.  15. ...,   0.   0.   0.]"
3506,5,"[ 65.  31.  22. ...,   0.   0.   0.]"
3507,4,"[ 50.  10.   9. ...,   0.   0.   0.]"
3508,10,"[ 35.  13.   9. ...,   0.   0.   0.]"
3509,1,"[ 24.  10.   9. ...,   0.   0.   0.]"
3510,6,"[ 11.   7.   4. ...,   0.   0.   0.]"
3511,5,"[ 47.  11.   8. ...,   0.   0.   0.]"
3512,5,"[ 28.   5.   8. ...,   0.   0.   0.]"
3513,3,"[ 13.   3.   4. ...,   0.   0.   0.]"
3514,2,"[ 42.  11.  16. ...,   0.   0.   0.]"
3515,4,"[ 37.  14.   8. ...,   0.   0.   0.]"
3516,5,"[ 36.  22.  14. ...,   0.   0.   0.]"
3517,1,"[ 46.   1.  13. ...,   0.   0.   0.]"
3518,8,"[ 22.   6.   9. ...,   0.   0.   0.]"
3519,8,"[ 42.   9.  10. ...,   0.   0.   0.]"
3520,3,"[ 8.  0.  2. ...,  0.  0.  0.]"
3521,8,"[ 28.  17.   8. ...,   0.   0.   0.]"
3522,9,"[ 2.  0.  0. ...,  0.  0.  0.]"
3523,1,"[ 45.   8.   6. ...,   0.   0.   0.]"
3524,4,"[ 29.   3.   9. ...,   0.   0.   0.]"
3525,4,"[ 47.  21.  17. ...,   0.   0.   0.]"
3526,10,"[ 50.  24.  12. ...,   0.   0.   0.]"
3527,4,"[ 25.   7.   7. ...,   0.   0.   0.]"
3528,7,"[ 28.  11.   8. ...,   0.   0.   0.]"
3529,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
3530,6,"[ 20.  15.  16. ...,   0.   0.   0.]"
3531,5,"[ 32.  14.   6. ...,   0.   0.   0.]"
3532,6,"[ 16.   7.  10. ...,   0.   0.   0.]"
3533,8,"[ 27.  10.   5. ...,   0.   0.   0.]"
3534,4,"[ 29.  14.  10. ...,   0.   0.   0.]"
3535,8,"[ 5.  1.  1. ...,  0.  0.  0.]"
3536,8,"[ 40.   6.   9. ...,   0.   0.   0.]"
3537,2,"[ 42.   7.  10. ...,   0.   0.   0.]"
3538,6,"[ 71.  38.  42. ...,   0.   0.   0.]"
3539,2,"[ 0.  0.  0. ...,  0.  0.  0.]"
3540,2,"[ 26.   4.  10. ...,   0.   0.   0.]"
3541,7,"[ 38.   6.   7. ...,   0.   0.   0.]"
3542,1,"[ 48.  24.   9. ...,   0.   0.   0.]"
3543,7,"[ 30.  11.   9. ...,   0.   0.   0.]"
3544,7,"[ 2.  2.  1. ...,  0.  0.  0.]"
3545,3,"[ 27.   7.   8. ...,   0.   0.   0.]"
3546,9,"[ 49.  49.  24. ...,   0.   0.   0.]"
3547,5,"[ 24.  11.   9. ...,   0.   0.   0.]"
3548,8,"[ 3.  0.  2. ...,  0.  0.  0.]"
3549,7,"[ 36.  12.   6. ...,   0.   0.   0.]"
3550,8,"[ 19.   6.   5. ...,   0.   0.   0.]"
3551,3,"[ 28.   0.   8. ...,   0.   0.   0.]"
3552,7,"[ 48.   2.  13. ...,   0.   0.   0.]"
3553,1,"[ 44.  15.  10. ...,   0.   0.   0.]"
3554,4,"[ 38.   9.  12. ...,   0.   0.   0.]"
3555,9,"[ 38.  16.  12. ...,   0.   0.   0.]"
3556,4,"[ 39.   9.  12. ...,   0.   0.   0.]"
3557,5,"[ 22.   8.   6. ...,   0.   0.   0.]"
3558,8,"[ 26.   8.  10. ...,   0.   0.   0.]"
3559,4,"[ 43.  14.   7. ...,   0.   0.   0.]"
3560,9,"[ 35.   1.   8. ...,   0.   0.   0.]"
